"word1"	"word2"	"freq"
"1886"	"my"	"little"	4
"1887"	"myself"	"out"	4
"1888"	"name"	"of"	4
"1889"	"natural"	"selection"	4
"1890"	"near"	"the"	4
"1891"	"need"	"more"	4
"1892"	"never"	"be"	4
"1893"	"new"	"orleans"	4
"1894"	"next"	"door"	4
"1895"	"next"	"month"	4
"1896"	"next"	"year"	4
"1897"	"night"	"and"	4
"1898"	"night"	"out"	4
"1899"	"no"	"more"	4
"1900"	"not"	"as"	4
"1901"	"not"	"in"	4
"1902"	"now"	"im"	4
"1903"	"now"	"the"	4
"1904"	"of"	"another"	4
"1905"	"of"	"book"	4
"1906"	"of"	"having"	4
"1907"	"of"	"its"	4
"1908"	"of"	"mine"	4
"1909"	"of"	"other"	4
"1910"	"of"	"school"	4
"1911"	"of"	"spring"	4
"1912"	"of"	"time"	4
"1913"	"off"	"and"	4
"1914"	"office"	"in"	4
"1915"	"omg"	"i"	4
"1916"	"on"	"here"	4
"1917"	"on"	"how"	4
"1918"	"on"	"its"	4
"1919"	"on"	"what"	4
"1920"	"once"	"a"	4
"1921"	"one"	"day"	4
"1922"	"one"	"person"	4
"1923"	"one"	"thing"	4
"1924"	"only"	"have"	4
"1925"	"only"	"thing"	4
"1926"	"or"	"if"	4
"1927"	"or"	"something"	4
"1928"	"or"	"their"	4
"1929"	"or"	"treat"	4
"1930"	"other"	"day"	4
"1931"	"other"	"hand"	4
"1932"	"our"	"lives"	4
"1933"	"out"	"at"	4
"1934"	"out"	"i"	4
"1935"	"out"	"loud"	4
"1936"	"over"	"my"	4
"1937"	"part"	"in"	4
"1938"	"parts"	"of"	4
"1939"	"pay"	"for"	4
"1940"	"people"	"in"	4
"1941"	"people"	"not"	4
"1942"	"piece"	"of"	4
"1943"	"place"	"in"	4
"1944"	"place"	"the"	4
"1945"	"place"	"to"	4
"1946"	"plan"	"on"	4
"1947"	"plans"	"to"	4
"1948"	"play"	"in"	4
"1949"	"power"	"of"	4
"1950"	"preparing"	"for"	4
"1951"	"pretty"	"good"	4
"1952"	"proud"	"of"	4
"1953"	"purpose"	"of"	4
"1954"	"put"	"a"	4
"1955"	"put"	"it"	4
"1956"	"quality"	"of"	4
"1957"	"read"	"the"	4
"1958"	"realize"	"that"	4
"1959"	"really"	"like"	4
"1960"	"reason"	"for"	4
"1961"	"regardless"	"of"	4
"1962"	"required"	"to"	4
"1963"	"result"	"of"	4
"1964"	"road"	"trip"	4
"1965"	"said"	"that"	4
"1966"	"said"	"the"	4
"1967"	"san"	"diego"	4
"1968"	"san"	"francisco"	4
"1969"	"say"	"the"	4
"1970"	"see"	"that"	4
"1971"	"seeing"	"the"	4
"1972"	"set"	"up"	4
"1973"	"she"	"did"	4
"1974"	"she"	"will"	4
"1975"	"shes"	"a"	4
"1976"	"should"	"come"	4
"1977"	"show"	"i"	4
"1978"	"sign"	"up"	4
"1979"	"sitting"	"in"	4
"1980"	"so"	"bad"	4
"1981"	"so"	"cute"	4
"1982"	"so"	"good"	4
"1983"	"some"	"time"	4
"1984"	"some"	"very"	4
"1985"	"someone"	"who"	4
"1986"	"something"	"in"	4
"1987"	"spread"	"the"	4
"1988"	"start"	"to"	4
"1989"	"stay"	"tuned"	4
"1990"	"still"	"have"	4
"1991"	"tell"	"us"	4
"1992"	"than"	"what"	4
"1993"	"that"	"an"	4
"1994"	"that"	"can"	4
"1995"	"that"	"if"	4
"1996"	"that"	"means"	4
"1997"	"that"	"not"	4
"1998"	"that"	"way"	4
"1999"	"that"	"when"	4
"2000"	"the"	"author"	4
"2001"	"the"	"black"	4
"2002"	"the"	"boys"	4
"2003"	"the"	"changes"	4
"2004"	"the"	"class"	4
"2005"	"the"	"comments"	4
"2006"	"the"	"company"	4
"2007"	"the"	"door"	4
"2008"	"the"	"egg"	4
"2009"	"the"	"evening"	4
"2010"	"the"	"event"	4
"2011"	"the"	"face"	4
"2012"	"the"	"family"	4
"2013"	"the"	"fire"	4
"2014"	"the"	"following"	4
"2015"	"the"	"full"	4
"2016"	"the"	"ground"	4
"2017"	"the"	"gym"	4
"2018"	"the"	"history"	4
"2019"	"the"	"lake"	4
"2020"	"the"	"library"	4
"2021"	"the"	"little"	4
"2022"	"the"	"local"	4
"2023"	"the"	"love"	4
"2024"	"the"	"national"	4
"2025"	"the"	"natural"	4
"2026"	"the"	"nd"	4
"2027"	"the"	"night"	4
"2028"	"the"	"office"	4
"2029"	"the"	"opportunity"	4
"2030"	"the"	"page"	4
"2031"	"the"	"park"	4
"2032"	"the"	"places"	4
"2033"	"the"	"pool"	4
"2034"	"the"	"power"	4
"2035"	"the"	"purpose"	4
"2036"	"the"	"reader"	4
"2037"	"the"	"river"	4
"2038"	"the"	"secret"	4
"2039"	"the"	"series"	4
"2040"	"the"	"song"	4
"2041"	"the"	"stuff"	4
"2042"	"the"	"support"	4
"2043"	"the"	"table"	4
"2044"	"the"	"team"	4
"2045"	"the"	"thought"	4
"2046"	"the"	"truth"	4
"2047"	"the"	"very"	4
"2048"	"the"	"whole"	4
"2049"	"the"	"work"	4
"2050"	"the"	"worst"	4
"2051"	"their"	"lives"	4
"2052"	"then"	"we"	4
"2053"	"there"	"for"	4
"2054"	"there"	"in"	4
"2055"	"theres"	"something"	4
"2056"	"these"	"things"	4
"2057"	"they"	"did"	4
"2058"	"they"	"might"	4
"2059"	"they"	"need"	4
"2060"	"things"	"about"	4
"2061"	"things"	"i"	4
"2062"	"things"	"in"	4
"2063"	"think"	"it"	4
"2064"	"think"	"there"	4
"2065"	"think"	"this"	4
"2066"	"this"	"issue"	4
"2067"	"this"	"point"	4
"2068"	"this"	"stuff"	4
"2069"	"this"	"will"	4
"2070"	"those"	"of"	4
"2071"	"three"	"years"	4
"2072"	"time"	"and"	4
"2073"	"time"	"but"	4
"2074"	"time"	"the"	4
"2075"	"to"	"achieve"	4
"2076"	"to"	"and"	4
"2077"	"to"	"anyone"	4
"2078"	"to"	"choose"	4
"2079"	"to"	"death"	4
"2080"	"to"	"face"	4
"2081"	"to"	"feel"	4
"2082"	"to"	"finish"	4
"2083"	"to"	"improve"	4
"2084"	"to"	"learn"	4
"2085"	"to"	"lose"	4
"2086"	"to"	"name"	4
"2087"	"to"	"obtain"	4
"2088"	"to"	"really"	4
"2089"	"to"	"send"	4
"2090"	"to"	"set"	4
"2091"	"to"	"sit"	4
"2092"	"to"	"sleep"	4
"2093"	"to"	"wait"	4
"2094"	"to"	"wear"	4
"2095"	"to"	"where"	4
"2096"	"today"	"to"	4
"2097"	"today"	"we"	4
"2098"	"together"	"and"	4
"2099"	"tomorrow"	"i"	4
"2100"	"tried"	"to"	4
"2101"	"turned"	"on"	4
"2102"	"tweet"	"me"	4
"2103"	"two"	"hours"	4
"2104"	"u"	"are"	4
"2105"	"up"	"again"	4
"2106"	"up"	"from"	4
"2107"	"us"	"on"	4
"2108"	"use"	"the"	4
"2109"	"valentines"	"day"	4
"2110"	"version"	"of"	4
"2111"	"very"	"cool"	4
"2112"	"very"	"good"	4
"2113"	"wait"	"till"	4
"2114"	"wall"	"street"	4
"2115"	"wanna"	"be"	4
"2116"	"want"	"your"	4
"2117"	"was"	"born"	4
"2118"	"was"	"like"	4
"2119"	"was"	"nice"	4
"2120"	"was"	"used"	4
"2121"	"watching"	"the"	4
"2122"	"we"	"did"	4
"2123"	"we"	"do"	4
"2124"	"we"	"dont"	4
"2125"	"we"	"go"	4
"2126"	"we"	"would"	4
"2127"	"week"	"and"	4
"2128"	"weekend"	"of"	4
"2129"	"weeks"	"ago"	4
"2130"	"well"	"if"	4
"2131"	"well"	"see"	4
"2132"	"were"	"a"	4
"2133"	"what"	"does"	4
"2134"	"whatever"	"you"	4
"2135"	"whats"	"on"	4
"2136"	"when"	"a"	4
"2137"	"when"	"is"	4
"2138"	"when"	"u"	4
"2139"	"when"	"your"	4
"2140"	"where"	"people"	4
"2141"	"while"	"the"	4
"2142"	"why"	"not"	4
"2143"	"will"	"also"	4
"2144"	"will"	"make"	4
"2145"	"win"	"a"	4
"2146"	"with"	"his"	4
"2147"	"with"	"our"	4
"2148"	"with"	"that"	4
"2149"	"with"	"what"	4
"2150"	"women"	"who"	4
"2151"	"wonder"	"what"	4
"2152"	"work"	"for"	4
"2153"	"worked"	"with"	4
"2154"	"would"	"make"	4
"2155"	"year"	"the"	4
"2156"	"yes"	"you"	4
"2157"	"you"	"about"	4
"2158"	"you"	"arent"	4
"2159"	"you"	"ask"	4
"2160"	"you"	"at"	4
"2161"	"you"	"by"	4
"2162"	"you"	"didnt"	4
"2163"	"you"	"doing"	4
"2164"	"you"	"enjoy"	4
"2165"	"you"	"feel"	4
"2166"	"you"	"i"	4
"2167"	"you"	"is"	4
"2168"	"you"	"may"	4
"2169"	"you"	"on"	4
"2170"	"you"	"wanna"	4
"2171"	"you"	"wont"	4
"2172"	"you"	"you"	4
"2173"	"your"	"child"	4
"2174"	"your"	"favorite"	4
"2175"	"your"	"friends"	4
"2176"	"your"	"mind"	4
"2177"	"youre"	"going"	4
"2178"	"youre"	"not"	4
"2179"	"youve"	"got"	4
