"word1"	"word2"	"word3"	"word4"	"freq"
"596"	"a"	"clearwatered"	"lake"	"i"	1
"597"	"a"	"client"	"an"	"email"	1
"598"	"a"	"client"	"will"	"from"	1
"599"	"a"	"cliffhanger"	"to"	"be"	1
"600"	"a"	"clone"	"of"	"this"	1
"601"	"a"	"close"	"walk"	"away"	1
"602"	"a"	"closer"	"view"	"a"	1
"603"	"a"	"clothes"	"dryer"	"and"	1
"604"	"a"	"cloud"	"profile"	"where"	1
"605"	"a"	"cm"	"gash"	"in"	1
"606"	"a"	"coarse"	"mixture"	"to"	1
"607"	"a"	"coarser"	"material"	"that"	1
"608"	"a"	"coat"	"which"	"has"	1
"609"	"a"	"cocktail"	"i"	"luv"	1
"610"	"a"	"coconutalmond"	"granola"	"recipe"	1
"611"	"a"	"coffee"	"house"	"and"	1
"612"	"a"	"coffee"	"shop"	"and"	1
"613"	"a"	"coffee"	"shop"	"that"	1
"614"	"a"	"cold"	"winter"	"walk"	1
"615"	"a"	"cold"	"winters"	"night"	1
"616"	"a"	"color"	"consultant"	"named"	1
"617"	"a"	"color"	"i"	"cant"	1
"618"	"a"	"color"	"purple"	"kind"	1
"619"	"a"	"color"	"variant"	"becomes"	1
"620"	"a"	"coma"	"when"	"he"	1
"621"	"a"	"combination"	"of"	"the"	1
"622"	"a"	"comic"	"as"	"a"	1
"623"	"a"	"comic"	"book"	"movie"	1
"624"	"a"	"comicturnedmovie"	"although"	"from"	1
"625"	"a"	"comment"	"here"	"with"	1
"626"	"a"	"comment"	"notification"	"in"	1
"627"	"a"	"comment"	"on"	"their"	1
"628"	"a"	"comment"	"on"	"tuesdays"	1
"629"	"a"	"comment"	"right"	"now"	1
"630"	"a"	"commercial"	"flight"	"but"	1
"631"	"a"	"committed"	"nerd"	"would"	1
"632"	"a"	"common"	"event"	"coach"	1
"633"	"a"	"commonplace"	"environment"	"at"	1
"634"	"a"	"community"	"center"	"the"	1
"635"	"a"	"company"	"would"	"not"	1
"636"	"a"	"comparison"	"over"	"the"	1
"637"	"a"	"compliment"	"i"	"love"	1
"638"	"a"	"compliment"	"you"	"egotistical"	1
"639"	"a"	"concern"	"troll"	"and"	1
"640"	"a"	"concert"	"at"	"sacandaga"	1
"641"	"a"	"confession"	"i"	"have"	1
"642"	"a"	"conflict"	"begins"	"and"	1
"643"	"a"	"connection"	"between"	"the"	1
"644"	"a"	"continent"	"that"	"was"	1
"645"	"a"	"conversation"	"forward"	"im"	1
"646"	"a"	"conversation"	"in"	"a"	1
"647"	"a"	"convo"	"about"	"a"	1
"648"	"a"	"convo"	"overheard"	"in"	1
"649"	"a"	"cool"	"noise"	"indeed"	1
"650"	"a"	"cooling"	"rack"	"set"	1
"651"	"a"	"copy"	"of"	"my"	1
"652"	"a"	"copy"	"of"	"wally"	1
"653"	"a"	"corner"	"shoplot"	"in"	1
"654"	"a"	"correlation"	"between"	"a"	1
"655"	"a"	"corrupt"	"system"	"when"	1
"656"	"a"	"corruption"	"the"	"best"	1
"657"	"a"	"costbenefit"	"analysis"	"thinking"	1
"658"	"a"	"cosy"	"chat"	"at"	1
"659"	"a"	"cottage"	"in"	"co"	1
"660"	"a"	"cough"	"suppressant"	"she"	1
"661"	"a"	"counsellor"	"in"	"high"	1
"662"	"a"	"couple"	"hours"	"it"	1
"663"	"a"	"couple"	"i"	"like"	1
"664"	"a"	"couple"	"months"	"of"	1
"665"	"a"	"couple"	"more"	"beads"	1
"666"	"a"	"couple"	"more"	"weeks"	1
"667"	"a"	"couple"	"of"	"days"	1
"668"	"a"	"couple"	"of"	"hours"	1
"669"	"a"	"couple"	"of"	"lighthouse"	1
"670"	"a"	"couple"	"of"	"strips"	1
"671"	"a"	"couple"	"of"	"summers"	1
"672"	"a"	"couple"	"of"	"times"	1
"673"	"a"	"courtesy"	"by"	"the"	1
"674"	"a"	"cover"	"genius"	"more"	1
"675"	"a"	"crackle"	"stamp"	"pressed"	1
"676"	"a"	"crazy"	"ride"	"inspire"	1
"677"	"a"	"creative"	"person"	"who"	1
"678"	"a"	"crew"	"of"	"avon"	1
"679"	"a"	"crime"	"james"	"russell"	1
"680"	"a"	"crime"	"scene"	"they"	1
"681"	"a"	"criminal"	"one"	"comes"	1
"682"	"a"	"crisp"	"white"	"shirt"	1
"683"	"a"	"crumbling"	"marriage"	"a"	1
"684"	"a"	"cuckolded"	"husband"	"matt"	1
"685"	"a"	"cupcake"	"newsblog"	"thing"	1
"686"	"a"	"curved"	"beak"	"might"	1
"687"	"a"	"curved"	"beak"	"that"	1
"688"	"a"	"custom"	"muppet"	"that"	1
"689"	"a"	"customer"	"who"	"was"	1
"690"	"a"	"cut"	"in"	"my"	1
"691"	"a"	"cute"	"image"	"of"	1
"692"	"a"	"cute"	"little"	"box"	1
"693"	"a"	"cute"	"little"	"house"	1
"694"	"a"	"cute"	"story"	"about"	1
"695"	"a"	"cuteness"	"reduction"	"cuteness"	1
"696"	"a"	"dairy"	"where"	"plants"	1
"697"	"a"	"damn"	"thing"	"they"	1
"698"	"a"	"damn"	"thing"	"to"	1
"699"	"a"	"dance"	"for"	"me"	1
"700"	"a"	"dark"	"room"	"and"	1
"701"	"a"	"dark"	"time"	"of"	1
"702"	"a"	"date"	"north"	"american"	1
"703"	"a"	"date"	"yet"	"but"	1
"704"	"a"	"daughter"	"keep"	"her"	1
"705"	"a"	"day"	"at"	"home"	1
"706"	"a"	"day"	"days"	"a"	1
"707"	"a"	"day"	"endures"	"countless"	1
"708"	"a"	"day"	"game"	"so"	1
"709"	"a"	"day"	"if"	"youre"	1
"710"	"a"	"day"	"in"	"the"	1
"711"	"a"	"day"	"investors"	"were"	1
"712"	"a"	"day"	"just"	"for"	1
"713"	"a"	"day"	"keeps"	"everybody"	1
"714"	"a"	"day"	"keeps"	"the"	1
"715"	"a"	"day"	"like"	"today"	1
"716"	"a"	"day"	"lose"	"weight"	1
"717"	"a"	"day"	"now"	"youve"	1
"718"	"a"	"day"	"of"	"caring"	1
"719"	"a"	"day"	"to"	"be"	1
"720"	"a"	"day"	"which"	"is"	1
"721"	"a"	"day"	"without"	"saying"	1
"722"	"a"	"day"	"yet"	"should"	1
"723"	"a"	"deadline"	"a"	"resolution"	1
"724"	"a"	"deadpan"	"backwoods"	"wit"	1
"725"	"a"	"deal"	"done"	"with"	1
"726"	"a"	"deal"	"if"	"this"	1
"727"	"a"	"deal"	"ive"	"been"	1
"728"	"a"	"deal"	"with"	"the"	1
"729"	"a"	"decade"	"of"	"steady"	1
"730"	"a"	"decent"	"man"	"he"	1
"731"	"a"	"decent"	"night"	"out"	1
"732"	"a"	"decent"	"pic"	"of"	1
"733"	"a"	"deeply"	"disquietening"	"tale"	1
"734"	"a"	"definite"	"end"	"or"	1
"735"	"a"	"degree"	"of"	"imagination"	1
"736"	"a"	"deli"	"negotiation"	"going"	1
"737"	"a"	"delicious"	"shrimp"	"salad"	1
"738"	"a"	"delightful"	"tunesmith"	"richard"	1
"739"	"a"	"depressed"	"section"	"of"	1
"740"	"a"	"descendant"	"of"	"slave"	1
"741"	"a"	"desolate"	"desert"	"populated"	1
"742"	"a"	"desperate"	"corporate"	"ceo"	1
"743"	"a"	"dessert"	"chocolate"	"cake"	1
"744"	"a"	"detector"	"it"	"produced"	1
"745"	"a"	"diameter"	"circle"	"of"	1
"746"	"a"	"diccup"	"till"	"you"	1
"747"	"a"	"difference"	"in"	"the"	1
"748"	"a"	"different"	"cut"	"or"	1
"749"	"a"	"different"	"manner"	"but"	1
"750"	"a"	"different"	"person"	"and"	1
"751"	"a"	"different"	"recipe"	"and"	1
"752"	"a"	"different"	"story"	"it"	1
"753"	"a"	"difficult"	"color"	"i"	1
"754"	"a"	"difficult"	"one"	"will"	1
"755"	"a"	"difficult"	"pitcherwhile"	"lucroy"	1
"756"	"a"	"dignified"	"whisper"	"until"	1
"757"	"a"	"direction"	"though"	"rarely"	1
"758"	"a"	"disability"	"but"	"natural"	1
"759"	"a"	"disease"	"may"	"be"	1
"760"	"a"	"dm"	"to"	"so"	1
"761"	"a"	"doctor"	"for"	"something"	1
"762"	"a"	"doctor"	"of"	"some"	1
"763"	"a"	"document"	"listing"	"all"	1
"764"	"a"	"documentary"	"called"	"slavery"	1
"765"	"a"	"dog"	"articles"	"on"	1
"766"	"a"	"dog"	"itll"	"need"	1
"767"	"a"	"dog"	"send"	"me"	1
"768"	"a"	"dog"	"while"	"making"	1
"769"	"a"	"dogfish"	"head"	"midas"	1
"770"	"a"	"dogmay"	"get"	"peebles"	1
"771"	"a"	"dollar"	"for"	"everytime"	1
"772"	"a"	"dolly"	"dress"	"for"	1
"773"	"a"	"door"	"bell"	"childrens"	1
"774"	"a"	"dope"	"beat"	"and"	1
"775"	"a"	"dozen"	"living"	"writers"	1
"776"	"a"	"dozen"	"pizzas"	"and"	1
"777"	"a"	"dream"	"and"	"a"	1
"778"	"a"	"dress"	"and"	"add"	1
"779"	"a"	"dress"	"while"	"windy"	1
"780"	"a"	"drink"	"and"	"celebrate"	1
"781"	"a"	"drive"	"to"	"the"	1
"782"	"a"	"drop"	"in"	"the"	1
"783"	"a"	"drug"	"bust"	"at"	1
"784"	"a"	"drunk"	"guy"	"offered"	1
"785"	"a"	"dude"	"talk"	"about"	1
"786"	"a"	"dvd"	"of"	"the"	1
"787"	"a"	"email"	"ship"	"date"	1
"788"	"a"	"empty"	"paper"	"to"	1
"789"	"a"	"extra"	"pair"	"of"	1
"790"	"a"	"f"	"up"	"phone"	1
"791"	"a"	"fabulous"	"trip"	"to"	1
"792"	"a"	"face"	"the"	"one"	1
"793"	"a"	"facial"	"call"	"us"	1
"794"	"a"	"facility"	"that"	"resembles"	1
"795"	"a"	"factor"	"this"	"could"	1
"796"	"a"	"failed"	"eas"	"test"	1
"797"	"a"	"fair"	"amount"	"of"	1
"798"	"a"	"fair"	"target"	"for"	1
"799"	"a"	"fairer"	"is"	"a"	1
"800"	"a"	"fairly"	"strong"	"fragrance"	1
"801"	"a"	"fairly"	"uncharted"	"period"	1
"802"	"a"	"fairly"	"uncharted"	"region"	1
"803"	"a"	"faith"	"group"	"knowing"	1
"804"	"a"	"faithful"	"old"	"friend"	1
"805"	"a"	"fake"	"noodle"	"a"	1
"806"	"a"	"fake"	"punt"	"at"	1
"807"	"a"	"false"	"sense"	"of"	1
"808"	"a"	"family"	"birthday"	"outing"	1
"809"	"a"	"family"	"right"	"now"	1
"810"	"a"	"familys"	"history"	"of"	1
"811"	"a"	"fan"	"of"	"but"	1
"812"	"a"	"fan"	"of"	"wendys"	1
"813"	"a"	"fan"	"of"	"your"	1
"814"	"a"	"fan"	"video"	"for"	1
"815"	"a"	"fancy"	"but"	"cheap"	1
"816"	"a"	"fantastic"	"show"	"this"	1
"817"	"a"	"far"	"cry"	"from"	1
"818"	"a"	"fat"	"arse"	"and"	1
"819"	"a"	"fatal"	"accident"	"at"	1
"820"	"a"	"fate"	"that"	"threatens"	1
"821"	"a"	"fauxhuman"	"and"	"never"	1
"822"	"a"	"fav"	"see"	"how"	1
"823"	"a"	"favorite"	"picture"	"of"	1
"824"	"a"	"favorite"	"today"	"must"	1
"825"	"a"	"fbi"	"agent"	"who"	1
"826"	"a"	"featured"	"author"	"but"	1
"827"	"a"	"feel"	"about"	"that"	1
"828"	"a"	"feel"	"for"	"whats"	1
"829"	"a"	"feeling"	"that"	"id"	1
"830"	"a"	"feeling"	"that"	"not"	1
"831"	"a"	"fence"	"so"	"i"	1
"832"	"a"	"fenced"	"up"	"football"	1
"833"	"a"	"few"	"and"	"elaborate"	1
"834"	"a"	"few"	"blocks"	"from"	1
"835"	"a"	"few"	"breweries"	"that"	1
"836"	"a"	"few"	"cynical"	"opinions"	1
"837"	"a"	"few"	"days"	"ago"	1
"838"	"a"	"few"	"days"	"before"	1
"839"	"a"	"few"	"days"	"my"	1
"840"	"a"	"few"	"days"	"scanning"	1
"841"	"a"	"few"	"differences"	"of"	1
"842"	"a"	"few"	"examples"	"of"	1
"843"	"a"	"few"	"generous"	"coworkers"	1
"844"	"a"	"few"	"hours"	"to"	1
"845"	"a"	"few"	"ideas"	"is"	1
"846"	"a"	"few"	"in"	"past"	1
"847"	"a"	"few"	"lol"	"lol"	1
"848"	"a"	"few"	"lowkey"	"solo"	1
"849"	"a"	"few"	"months"	"and"	1
"850"	"a"	"few"	"months"	"but"	1
"851"	"a"	"few"	"months"	"lol"	1
"852"	"a"	"few"	"more"	"rubons"	1
"853"	"a"	"few"	"more"	"runs"	1
"854"	"a"	"few"	"nice"	"shots"	1
"855"	"a"	"few"	"obsessions"	"this"	1
"856"	"a"	"few"	"of"	"the"	1
"857"	"a"	"few"	"other"	"covers"	1
"858"	"a"	"few"	"photos"	"from"	1
"859"	"a"	"few"	"pics"	"and"	1
"860"	"a"	"few"	"points"	"where"	1
"861"	"a"	"few"	"ppl"	"who"	1
"862"	"a"	"few"	"recent"	"pictures"	1
"863"	"a"	"few"	"seconds"	"shrugged"	1
"864"	"a"	"few"	"shots"	"from"	1
"865"	"a"	"few"	"spins"	"while"	1
"866"	"a"	"few"	"stories"	"but"	1
"867"	"a"	"few"	"these"	"great"	1
"868"	"a"	"few"	"weeks"	"but"	1
"869"	"a"	"few"	"weeks"	"tora"	1
"870"	"a"	"few"	"years"	"but"	1
"871"	"a"	"few"	"years"	"i"	1
"872"	"a"	"filing"	"last"	"week"	1
"873"	"a"	"fillin"	"between"	"tandas"	1
"874"	"a"	"film"	"adaptation"	"but"	1
"875"	"a"	"film"	"director"	"writer"	1
"876"	"a"	"film"	"sales"	"agent"	1
"877"	"a"	"fine"	"talclike"	"powder"	1
"878"	"a"	"finished"	"piece"	"in"	1
"879"	"a"	"firm"	"foundation"	"with"	1
"880"	"a"	"firm"	"reliance"	"on"	1
"881"	"a"	"first"	"date"	"food"	1
"882"	"a"	"fivepage"	"email"	"from"	1
"883"	"a"	"flagrant"	"foul"	"on"	1
"884"	"a"	"flat"	"screen"	"tv"	1
"885"	"a"	"flatroofed"	"building"	"of"	1
"886"	"a"	"flatter"	"tail"	"that"	1
"887"	"a"	"flattering"	"light"	"or"	1
"888"	"a"	"flock"	"of"	"chickens"	1
"889"	"a"	"flower"	"for"	"nectar"	1
"890"	"a"	"food"	"processor"	"dont"	1
"891"	"a"	"footrub"	"idk"	"what"	1
"892"	"a"	"forceful"	"throw"	"to"	1
"893"	"a"	"forest"	"surrounded"	"by"	1
"894"	"a"	"forgotten"	"greatgreatuncle"	"or"	1
"895"	"a"	"four"	"way"	"flashing"	1
"896"	"a"	"fraction"	"of"	"the"	1
"897"	"a"	"franchise"	"and"	"wants"	1
"898"	"a"	"freaking"	"nightmare"	"on"	1
"899"	"a"	"free"	"checking"	"account"	1
"900"	"a"	"free"	"cup"	"of"	1
"901"	"a"	"free"	"firefox"	"and"	1
"902"	"a"	"free"	"kick"	"from"	1
"903"	"a"	"free"	"seminar"	"to"	1
"904"	"a"	"fresh"	"cut"	"watermelon"	1
"905"	"a"	"fresh"	"start"	"im"	1
"906"	"a"	"friend"	"even"	"a"	1
"907"	"a"	"friend"	"good"	"thing"	1
"908"	"a"	"friend"	"i"	"bought"	1
"909"	"a"	"friend"	"of"	"mine"	1
"910"	"a"	"friend"	"they"	"went"	1
"911"	"a"	"friendly"	"and"	"doting"	1
"912"	"a"	"friendship"	"and"	"one"	1
"913"	"a"	"frost"	"a"	"list"	1
"914"	"a"	"full"	"time"	"blogger"	1
"915"	"a"	"fullout"	"cyber"	"stalker"	1
"916"	"a"	"fun"	"part"	"of"	1
"917"	"a"	"fun"	"quirk"	"share"	1
"918"	"a"	"fun"	"thing"	"well"	1
"919"	"a"	"fun"	"weekend"	"of"	1
"920"	"a"	"fundraiser"	"he"	"donates"	1
"921"	"a"	"funny"	"way"	"of"	1
"922"	"a"	"future"	"in"	"it"	1
"923"	"a"	"gaggle"	"of"	"friends"	1
"924"	"a"	"gaggle"	"of"	"geese"	1
"925"	"a"	"gap"	"in"	"a"	1
"926"	"a"	"gas"	"mask"	"when"	1
"927"	"a"	"geisha"	"depictswith"	"chilling"	1
"928"	"a"	"generational"	"divide"	"over"	1
"929"	"a"	"genetic"	"genealogy"	"presentation"	1
"930"	"a"	"genius"	"arent"	"you"	1
"931"	"a"	"genre"	"they"	"are"	1
"932"	"a"	"german"	"magazine"	"this"	1
"933"	"a"	"ghost"	"shes"	"a"	1
"934"	"a"	"giant"	"milestone"	"yesterday"	1
"935"	"a"	"gift"	"and"	"she"	1
"936"	"a"	"gift"	"card"	"to"	1
"937"	"a"	"gift"	"from"	"oklahoma"	1
"938"	"a"	"gift"	"love"	"is"	1
"939"	"a"	"girl"	"and"	"a"	1
"940"	"a"	"girl"	"and"	"something"	1
"941"	"a"	"girl"	"from"	"a"	1
"942"	"a"	"girl"	"in"	"her"	1
"943"	"a"	"girl"	"in"	"my"	1
"944"	"a"	"girl"	"now"	"that"	1
"945"	"a"	"girl"	"sorry"	"my"	1
"946"	"a"	"giveaway"	"in"	"the"	1
"947"	"a"	"glucose"	"meter"	"whatever"	1
"948"	"a"	"gm"	"recipe"	"for"	1
"949"	"a"	"goal"	"is"	"something"	1
"950"	"a"	"goal"	"matters"	"enough"	1
"951"	"a"	"good"	"enough"	"reason"	1
"952"	"a"	"good"	"evening"	"why"	1
"953"	"a"	"good"	"factoring"	"company"	1
"954"	"a"	"good"	"fit"	"for"	1
"955"	"a"	"good"	"friend"	"while"	1
"956"	"a"	"good"	"home"	"for"	1
"957"	"a"	"good"	"idea"	"to"	1
"958"	"a"	"good"	"life"	"dont"	1
"959"	"a"	"good"	"long"	"walk"	1
"960"	"a"	"good"	"man"	"goes"	1
"961"	"a"	"good"	"man"	"isnt"	1
"962"	"a"	"good"	"many"	"years"	1
"963"	"a"	"good"	"moisturizer"	"and"	1
"964"	"a"	"good"	"night"	"then"	1
"965"	"a"	"good"	"one"	"snap"	1
"966"	"a"	"good"	"place"	"to"	1
"967"	"a"	"good"	"preschool"	"these"	1
"968"	"a"	"good"	"rule"	"of"	1
"969"	"a"	"good"	"saying"	"to"	1
"970"	"a"	"good"	"season"	"i"	1
"971"	"a"	"good"	"serious"	"sho"	1
"972"	"a"	"good"	"slasher"	"flick"	1
"973"	"a"	"good"	"source"	"for"	1
"974"	"a"	"good"	"spirit"	"as"	1
"975"	"a"	"good"	"story"	"gets"	1
"976"	"a"	"good"	"thing"	"in"	1
"977"	"a"	"good"	"time"	"at"	1
"978"	"a"	"good"	"time"	"introducing"	1
"979"	"a"	"good"	"time"	"was"	1
"980"	"a"	"good"	"walk"	"around"	1
"981"	"a"	"good"	"way"	"to"	1
"982"	"a"	"good"	"week"	"yay"	1
"983"	"a"	"good"	"young"	"man"	1
"984"	"a"	"goodyear"	"and"	"the"	1
"985"	"a"	"goofy"	"fun"	"movie"	1
"986"	"a"	"gop"	"hit"	"job"	1
"987"	"a"	"government"	"job"	"which"	1
"988"	"a"	"graduate"	"of"	"vassar"	1
"989"	"a"	"graduate"	"with"	"no"	1
"990"	"a"	"graduation"	"celebration"	"for"	1
"991"	"a"	"grape"	"cant"	"kick"	1
"992"	"a"	"great"	"actor"	"he"	1
"993"	"a"	"great"	"and"	"big"	1
"994"	"a"	"great"	"aunt"	"again"	1
"995"	"a"	"great"	"cause"	"rt"	1
"996"	"a"	"great"	"celebration"	"and"	1
"997"	"a"	"great"	"day"	"ahead"	1
"998"	"a"	"great"	"day"	"and"	1
"999"	"a"	"great"	"day"	"at"	1
"1000"	"a"	"great"	"day"	"check"	1
"1001"	"a"	"great"	"day"	"to"	1
"1002"	"a"	"great"	"deal"	"then"	1
"1003"	"a"	"great"	"jobber"	"is"	1
"1004"	"a"	"great"	"lowimpact"	"cardio"	1
"1005"	"a"	"great"	"many"	"other"	1
"1006"	"a"	"great"	"movie"	"producer"	1
"1007"	"a"	"great"	"night"	"with"	1
"1008"	"a"	"great"	"opportunity"	"to"	1
"1009"	"a"	"great"	"piece"	"that"	1
"1010"	"a"	"great"	"present"	"diane"	1
"1011"	"a"	"great"	"provider"	"for"	1
"1012"	"a"	"great"	"rapper"	"why"	1
"1013"	"a"	"great"	"rate"	"for"	1
"1014"	"a"	"great"	"recipe"	"that"	1
"1015"	"a"	"great"	"run"	"through"	1
"1016"	"a"	"great"	"saturday"	"everybody"	1
"1017"	"a"	"great"	"screen"	"presence"	1
"1018"	"a"	"great"	"shower"	"of"	1
"1019"	"a"	"great"	"southern"	"author"	1
"1020"	"a"	"great"	"start"	"and"	1
"1021"	"a"	"great"	"start"	"im"	1
"1022"	"a"	"great"	"start"	"one"	1
"1023"	"a"	"great"	"tanda"	"of"	1
"1024"	"a"	"great"	"thing"	"about"	1
"1025"	"a"	"great"	"time"	"and"	1
"1026"	"a"	"great"	"time"	"at"	1
"1027"	"a"	"great"	"time"	"playing"	1
"1028"	"a"	"great"	"time"	"rileys"	1
"1029"	"a"	"great"	"time"	"sweetheart"	1
"1030"	"a"	"great"	"tool"	"but"	1
"1031"	"a"	"great"	"way"	"to"	1
"1032"	"a"	"great"	"weekend"	"kimberley"	1
"1033"	"a"	"great"	"weekend"	"see"	1
"1034"	"a"	"greatly"	"varying"	"degree"	1
"1035"	"a"	"green"	"to"	"cover"	1
"1036"	"a"	"gretsch"	"i"	"snag"	1
"1037"	"a"	"grey"	"mass"	"of"	1
"1038"	"a"	"grip"	"either"	"give"	1
"1039"	"a"	"gross"	"receipts"	"tax"	1
"1040"	"a"	"group"	"last"	"night"	1
"1041"	"a"	"group"	"of"	"kids"	1
"1042"	"a"	"group"	"of"	"people"	1
"1043"	"a"	"group"	"of"	"russians"	1
"1044"	"a"	"group"	"on"	"the"	1
"1045"	"a"	"growing"	"queue"	"of"	1
"1046"	"a"	"guest"	"post"	"today"	1
"1047"	"a"	"guiding"	"sense"	"of"	1
"1048"	"a"	"guitar"	"pick"	"but"	1
"1049"	"a"	"gun"	"or"	"vote"	1
"1050"	"a"	"guy"	"i"	"toured"	1
"1051"	"a"	"guy"	"in"	"our"	1
"1052"	"a"	"guy"	"who"	"cheats"	1
"1053"	"a"	"guy"	"whos"	"better"	1
"1054"	"a"	"guys"	"night"	"out"	1
"1055"	"a"	"gypsies"	"ruler"	"a"	1
"1056"	"a"	"habit"	"of"	"a"	1
"1057"	"a"	"hair"	"pick"	"idk"	1
"1058"	"a"	"half"	"before"	"leaving"	1
"1059"	"a"	"half"	"miles"	"and"	1
"1060"	"a"	"half"	"we"	"are"	1
"1061"	"a"	"halfmad"	"princess"	"in"	1
"1062"	"a"	"handheld"	"camera"	"than"	1
"1063"	"a"	"handle"	"of"	"month"	1
"1064"	"a"	"handmade"	"leather"	"bed"	1
"1065"	"a"	"handstitched"	"christmas"	"card"	1
"1066"	"a"	"happy"	"birthday"	"by"	1
"1067"	"a"	"happy"	"ending"	"just"	1
"1068"	"a"	"happy"	"home"	"at"	1
"1069"	"a"	"happy"	"person"	"is"	1
"1070"	"a"	"happy"	"sort"	"of"	1
"1071"	"a"	"hard"	"hit"	"hope"	1
"1072"	"a"	"hard"	"time"	"just"	1
"1073"	"a"	"harder"	"one"	"next"	1
"1074"	"a"	"harking"	"back"	"point"	1
"1075"	"a"	"harrowing"	"breakup"	"and"	1
"1076"	"a"	"haunt"	"of"	"another"	1
"1077"	"a"	"headshot"	"and"	"resume"	1
"1078"	"a"	"healthy"	"body"	"erin"	1
"1079"	"a"	"healthy"	"ecosystem"	"and"	1
"1080"	"a"	"heart"	"attack"	"at"	1
"1081"	"a"	"heart"	"transplant"	"operation"	1
"1082"	"a"	"hearty"	"stop"	"funky"	1
"1083"	"a"	"hell"	"of"	"a"	1
"1084"	"a"	"hemorrhoid"	"problem"	"back"	1
"1085"	"a"	"herd"	"of"	"cows"	1
"1086"	"a"	"hero"	"with"	"the"	1
"1087"	"a"	"herringbone"	"pattern"	"something"	1
"1088"	"a"	"hierarchical"	"class"	"structure"	1
"1089"	"a"	"high"	"note"	"as"	1
"1090"	"a"	"high"	"price"	"for"	1
"1091"	"a"	"high"	"school"	"community"	1
"1092"	"a"	"high"	"school"	"player"	1
"1093"	"a"	"high"	"stakes"	"game"	1
"1094"	"a"	"hightower"	"family"	"ties"	1
"1095"	"a"	"highyield"	"savings"	"account"	1
"1096"	"a"	"hike"	"in"	"the"	1
"1097"	"a"	"hint"	"of"	"pride"	1
"1098"	"a"	"hire"	"hire"	"decision"	1
"1099"	"a"	"hiss"	"and"	"a"	1
"1100"	"a"	"hit"	"but"	"they"	1
"1101"	"a"	"hit"	"last"	"year"	1
"1102"	"a"	"hoard"	"of"	"your"	1
"1103"	"a"	"hob"	"by"	"the"	1
"1104"	"a"	"hologram"	"seriously"	"the"	1
"1105"	"a"	"homebrew"	"club"	"by"	1
"1106"	"a"	"hooligan"	"girl"	"js"	1
"1107"	"a"	"hornball"	"when"	"it"	1
"1108"	"a"	"horrid"	"cannibalistic"	"giant"	1
"1109"	"a"	"hospital"	"because"	"clearly"	1
"1110"	"a"	"hot"	"guy"	"in"	1
"1111"	"a"	"hotel"	"aint"	"nun"	1
"1112"	"a"	"hug"	"for"	"hahahah"	1
"1113"	"a"	"huge"	"pan"	"of"	1
"1114"	"a"	"huge"	"pickup"	"for"	1
"1115"	"a"	"huge"	"test"	"wish"	1
"1116"	"a"	"huge"	"thank"	"you"	1
"1117"	"a"	"hundred"	"pounds"	"of"	1
"1118"	"a"	"hunger"	"games"	"competition"	1
"1119"	"a"	"hunter"	"and"	"he"	1
"1120"	"a"	"if"	"he"	"is"	1
"1121"	"a"	"interview"	"with"	"the"	1
"1122"	"a"	"ipod"	"dock"	"or"	1
"1123"	"a"	"is"	"whatever"	"is"	1
"1124"	"a"	"isle"	"and"	"accept"	1
"1125"	"a"	"isnt"	"final"	"lol"	1
"1126"	"a"	"job"	"it"	"was"	1
"1127"	"a"	"jojo"	"design"	"though"	1
"1128"	"a"	"jolly"	"time"	"of"	1
"1129"	"a"	"juice"	"just"	"a"	1
"1130"	"a"	"k"	"again"	"i"	1
"1131"	"a"	"k"	"came"	"from"	1
"1132"	"a"	"k"	"isnt"	"anything"	1
"1133"	"a"	"kaiser"	"permanente"	"study"	1
"1134"	"a"	"kentucky"	"state"	"policeman"	1
"1135"	"a"	"key"	"challenge"	"facing"	1
"1136"	"a"	"key"	"revealing"	"plotpoint"	1
"1137"	"a"	"key"	"role"	"in"	1
"1138"	"a"	"keylogger"	"on"	"her"	1
"1139"	"a"	"kid"	"good"	"win"	1
"1140"	"a"	"kik"	"its"	"a"	1
"1141"	"a"	"kind"	"of"	"gathering"	1
"1142"	"a"	"kind"	"of"	"laconic"	1
"1143"	"a"	"kitchen"	"downstairs"	"in"	1
"1144"	"a"	"korean"	"salon"	"down"	1
"1145"	"a"	"kurdish"	"environment"	"there"	1
"1146"	"a"	"labor"	"and"	"delivery"	1
"1147"	"a"	"labor"	"union"	"felonies"	1
"1148"	"a"	"lammy"	"oh"	"well"	1
"1149"	"a"	"land"	"and"	"a"	1
"1150"	"a"	"lap"	"for"	"me"	1
"1151"	"a"	"large"	"bowl"	"mash"	1
"1152"	"a"	"large"	"part"	"in"	1
"1153"	"a"	"large"	"red"	"circle"	1
"1154"	"a"	"larger"	"number"	"of"	1
"1155"	"a"	"larger"	"piece"	"of"	1
"1156"	"a"	"larger"	"public"	"audience"	1
"1157"	"a"	"last"	"minute"	"holiday"	1
"1158"	"a"	"late"	"april"	"fools"	1
"1159"	"a"	"latenight"	"visit"	"would"	1
"1160"	"a"	"latin"	"empire"	"in"	1
"1161"	"a"	"lawyer"	"or"	"two"	1
"1162"	"a"	"laying"	"queen"	"the"	1
"1163"	"a"	"leader"	"great"	"stuff"	1
"1164"	"a"	"leading"	"member"	"of"	1
"1165"	"a"	"leading"	"role"	"in"	1
