"word1"	"word2"	"word3"	"word4"	"freq"
"30735"	"is"	"so"	"much"	"shorter"	1
"30736"	"is"	"so"	"simple"	"to"	1
"30737"	"is"	"so"	"sore"	"from"	1
"30738"	"is"	"so"	"truthful"	"i"	1
"30739"	"is"	"so"	"uncompetitive"	"im"	1
"30740"	"is"	"so"	"you"	"can"	1
"30741"	"is"	"social"	"harmony"	"that"	1
"30742"	"is"	"society"	"to"	"blame"	1
"30743"	"is"	"soiled"	"this"	"cuts"	1
"30744"	"is"	"solid"	"pragmatic"	"and"	1
"30745"	"is"	"some"	"of"	"the"	1
"30746"	"is"	"someone"	"who"	"can"	1
"30747"	"is"	"something"	"god"	"will"	1
"30748"	"is"	"something"	"that"	"we"	1
"30749"	"is"	"something"	"you"	"would"	1
"30750"	"is"	"sore"	"but"	"man"	1
"30751"	"is"	"speaking"	"w"	"na"	1
"30752"	"is"	"spending"	"the"	"morning"	1
"30753"	"is"	"split"	"down"	"the"	1
"30754"	"is"	"spot"	"on"	"and"	1
"30755"	"is"	"spread"	"over"	"two"	1
"30756"	"is"	"standing"	"alwys"	"fun"	1
"30757"	"is"	"starting"	"follow"	"for"	1
"30758"	"is"	"starting"	"to"	"change"	1
"30759"	"is"	"staying"	"warm"	"hear"	1
"30760"	"is"	"still"	"a"	"blessing"	1
"30761"	"is"	"still"	"alive"	"cam"	1
"30762"	"is"	"still"	"empty"	"and"	1
"30763"	"is"	"still"	"ever"	"faithful"	1
"30764"	"is"	"still"	"in"	"the"	1
"30765"	"is"	"still"	"my"	"friend"	1
"30766"	"is"	"still"	"open"	"through"	1
"30767"	"is"	"still"	"requested"	"at"	1
"30768"	"is"	"still"	"sad"	"over"	1
"30769"	"is"	"still"	"several"	"days"	1
"30770"	"is"	"still"	"there"	"it"	1
"30771"	"is"	"stilled"	"how"	"still"	1
"30772"	"is"	"stopped"	"by"	"the"	1
"30773"	"is"	"strength"	"in"	"numbers"	1
"30774"	"is"	"such"	"a"	"classic"	1
"30775"	"is"	"such"	"a"	"nondiehard"	1
"30776"	"is"	"such"	"a"	"procrastinator"	1
"30777"	"is"	"such"	"a"	"silly"	1
"30778"	"is"	"suddenly"	"fresh"	"crush"	1
"30779"	"is"	"suffering"	"or"	"needs"	1
"30780"	"is"	"supposed"	"to"	"be"	1
"30781"	"is"	"sure"	"to"	"hit"	1
"30782"	"is"	"surrounded"	"by"	"a"	1
"30783"	"is"	"taking"	"part"	"in"	1
"30784"	"is"	"talking"	"music"	"with"	1
"30785"	"is"	"talking"	"to"	"me"	1
"30786"	"is"	"taught"	"rudimentary"	"english"	1
"30787"	"is"	"technology"	"described"	"in"	1
"30788"	"is"	"teething"	"must"	"be"	1
"30789"	"is"	"teleological"	"is"	"thus"	1
"30790"	"is"	"teleological"	"which"	"is"	1
"30791"	"is"	"telling"	"me"	"to"	1
"30792"	"is"	"temporary"	"youll"	"start"	1
"30793"	"is"	"tender"	"towards"	"the"	1
"30794"	"is"	"terrible"	"non"	"call"	1
"30795"	"is"	"than"	"what"	"he"	1
"30796"	"is"	"that"	"a"	"client"	1
"30797"	"is"	"that"	"a"	"solution"	1
"30798"	"is"	"that"	"all"	"the"	1
"30799"	"is"	"that"	"contrived"	"in"	1
"30800"	"is"	"that"	"he"	"thinks"	1
"30801"	"is"	"that"	"he"	"was"	1
"30802"	"is"	"that"	"i"	"can"	1
"30803"	"is"	"that"	"i"	"turned"	1
"30804"	"is"	"that"	"it"	"contained"	1
"30805"	"is"	"that"	"it"	"really"	1
"30806"	"is"	"that"	"many"	"countries"	1
"30807"	"is"	"that"	"their"	"succession"	1
"30808"	"is"	"that"	"they"	"feel"	1
"30809"	"is"	"that"	"theyve"	"slid"	1
"30810"	"is"	"the"	"art"	"slightly"	1
"30811"	"is"	"the"	"best"	"he"	1
"30812"	"is"	"the"	"best"	"my"	1
"30813"	"is"	"the"	"best"	"nba"	1
"30814"	"is"	"the"	"best"	"praise"	1
"30815"	"is"	"the"	"best"	"your"	1
"30816"	"is"	"the"	"big"	"deal"	1
"30817"	"is"	"the"	"biggest"	"thing"	1
"30818"	"is"	"the"	"biggest"	"waste"	1
"30819"	"is"	"the"	"case"	"with"	1
"30820"	"is"	"the"	"center"	"of"	1
"30821"	"is"	"the"	"coming"	"of"	1
"30822"	"is"	"the"	"cornerstone"	"of"	1
"30823"	"is"	"the"	"correct"	"price"	1
"30824"	"is"	"the"	"dem"	"nominee"	1
"30825"	"is"	"the"	"exact"	"opposite"	1
"30826"	"is"	"the"	"fact"	"that"	1
"30827"	"is"	"the"	"final"	"frontier"	1
"30828"	"is"	"the"	"first"	"chocolate"	1
"30829"	"is"	"the"	"flexibility"	"of"	1
"30830"	"is"	"the"	"fun"	"factor"	1
"30831"	"is"	"the"	"greatest"	"motivator"	1
"30832"	"is"	"the"	"infinity"	"advanced"	1
"30833"	"is"	"the"	"installation"	"stiffness"	1
"30834"	"is"	"the"	"just"	"before"	1
"30835"	"is"	"the"	"key"	"to"	1
"30836"	"is"	"the"	"last"	"day"	1
"30837"	"is"	"the"	"list"	"of"	1
"30838"	"is"	"the"	"madison"	"fabric"	1
"30839"	"is"	"the"	"main"	"characters"	1
"30840"	"is"	"the"	"marriage"	"equality"	1
"30841"	"is"	"the"	"membership"	"of"	1
"30842"	"is"	"the"	"money"	"to"	1
"30843"	"is"	"the"	"most"	"effective"	1
"30844"	"is"	"the"	"most"	"innovative"	1
"30845"	"is"	"the"	"most"	"rewarding"	1
"30846"	"is"	"the"	"nonspecific"	"covering"	1
"30847"	"is"	"the"	"obama"	"i"	1
"30848"	"is"	"the"	"one"	"and"	1
"30849"	"is"	"the"	"one"	"on"	1
"30850"	"is"	"the"	"only"	"way"	1
"30851"	"is"	"the"	"point"	"of"	1
"30852"	"is"	"the"	"possibility"	"of"	1
"30853"	"is"	"the"	"problem"	"that"	1
"30854"	"is"	"the"	"profit"	"it"	1
"30855"	"is"	"the"	"real"	"prize"	1
"30856"	"is"	"the"	"real"	"secret"	1
"30857"	"is"	"the"	"roadside"	"cafe"	1
"30858"	"is"	"the"	"safest"	"physician"	1
"30859"	"is"	"the"	"same"	"method"	1
"30860"	"is"	"the"	"secondfastest"	"pace"	1
"30861"	"is"	"the"	"senior"	"wife"	1
"30862"	"is"	"the"	"shiz"	"niz"	1
"30863"	"is"	"the"	"spirit"	"and"	1
"30864"	"is"	"the"	"stay"	"dry"	1
"30865"	"is"	"the"	"story"	"of"	1
"30866"	"is"	"the"	"sum"	"of"	1
"30867"	"is"	"the"	"th"	"hour"	1
"30868"	"is"	"the"	"town"	"cop"	1
"30869"	"is"	"the"	"understatement"	"of"	1
"30870"	"is"	"the"	"unified"	"force"	1
"30871"	"is"	"the"	"way"	"you"	1
"30872"	"is"	"the"	"willingness"	"to"	1
"30873"	"is"	"the"	"winner"	"of"	1
"30874"	"is"	"the"	"worst"	"lead"	1
"30875"	"is"	"their"	"simplicity"	"yes"	1
"30876"	"is"	"then"	"fundamental"	"to"	1
"30877"	"is"	"there"	"a"	"correlation"	1
"30878"	"is"	"there"	"a"	"parallel"	1
"30879"	"is"	"there"	"a"	"way"	1
"30880"	"is"	"there"	"any"	"evidence"	1
"30881"	"is"	"there"	"any"	"news"	1
"30882"	"is"	"there"	"any"	"substance"	1
"30883"	"is"	"there"	"anything"	"better"	1
"30884"	"is"	"there"	"anything"	"more"	1
"30885"	"is"	"there"	"is"	"freedom"	1
"30886"	"is"	"there"	"is"	"no"	1
"30887"	"is"	"there"	"something"	"you"	1
"30888"	"is"	"think"	"about"	"ways"	1
"30889"	"is"	"this"	"a"	"cupcake"	1
"30890"	"is"	"this"	"a"	"late"	1
"30891"	"is"	"this"	"approach"	"did"	1
"30892"	"is"	"this"	"even"	"legally"	1
"30893"	"is"	"this"	"i"	"wake"	1
"30894"	"is"	"this"	"ill"	"be"	1
"30895"	"is"	"this"	"playing"	"it"	1
"30896"	"is"	"this"	"political"	"climate"	1
"30897"	"is"	"this"	"recipe"	"doing"	1
"30898"	"is"	"thus"	"directed"	"toward"	1
"30899"	"is"	"time"	"for"	"a"	1
"30900"	"is"	"to"	"achieve"	"consistent"	1
"30901"	"is"	"to"	"be"	"ready"	1
"30902"	"is"	"to"	"get"	"a"	1
"30903"	"is"	"to"	"make"	"selling"	1
"30904"	"is"	"to"	"plant"	"warm"	1
"30905"	"is"	"to"	"relieve"	"ourselves"	1
"30906"	"is"	"to"	"say"	"goaloriented"	1
"30907"	"is"	"to"	"sweet"	"and"	1
"30908"	"is"	"to"	"tell"	"us"	1
"30909"	"is"	"told"	"through"	"song"	1
"30910"	"is"	"too"	"funny"	"okay"	1
"30911"	"is"	"too"	"pretty"	"of"	1
"30912"	"is"	"too"	"real"	"for"	1
"30913"	"is"	"tougher"	"to"	"quantify"	1
"30914"	"is"	"trapped"	"in"	"the"	1
"30915"	"is"	"true"	"as"	"soon"	1
"30916"	"is"	"truly"	"awesome"	"sometimes"	1
"30917"	"is"	"tweeting"	"wit"	"josh"	1
"30918"	"is"	"unbelievably"	"tasty"	"and"	1
"30919"	"is"	"underseen"	"by"	"film"	1
"30920"	"is"	"unexpected"	"and"	"yet"	1
"30921"	"is"	"united"	"and"	"comingled"	1
"30922"	"is"	"up"	"against"	"with"	1
"30923"	"is"	"up"	"to"	"good"	1
"30924"	"is"	"used"	"to"	"boil"	1
"30925"	"is"	"usually"	"blocked"	"out"	1
"30926"	"is"	"usually"	"the"	"part"	1
"30927"	"is"	"uttaraas"	"son"	"parikshit"	1
"30928"	"is"	"vacuuming"	"day"	"i"	1
"30929"	"is"	"very"	"hard"	"and"	1
"30930"	"is"	"very"	"high"	"with"	1
"30931"	"is"	"very"	"much"	"a"	1
"30932"	"is"	"very"	"soft"	"and"	1
"30933"	"is"	"very"	"strange"	"very"	1
"30934"	"is"	"very"	"very"	"nice"	1
"30935"	"is"	"vital"	"to"	"detect"	1
"30936"	"is"	"waiting"	"for"	"you"	1
"30937"	"is"	"watching"	"an"	"ad"	1
"30938"	"is"	"weak"	"ive"	"been"	1
"30939"	"is"	"weird"	"i"	"looked"	1
"30940"	"is"	"weird"	"to"	"think"	1
"30941"	"is"	"well"	"on"	"his"	1
"30942"	"is"	"well"	"served"	"on"	1
"30943"	"is"	"well"	"taken"	"theres"	1
"30944"	"is"	"well"	"w"	"every"	1
"30945"	"is"	"what"	"charlie"	"sheen"	1
"30946"	"is"	"what"	"disturbs"	"me"	1
"30947"	"is"	"what"	"drives"	"this"	1
"30948"	"is"	"what"	"happens"	"when"	1
"30949"	"is"	"what"	"i"	"miss"	1
"30950"	"is"	"what"	"i"	"said"	1
"30951"	"is"	"what"	"scares"	"you"	1
"30952"	"is"	"what"	"you"	"do"	1
"30953"	"is"	"what"	"you"	"get"	1
"30954"	"is"	"what"	"you"	"taste"	1
"30955"	"is"	"whatever"	"is"	"on"	1
"30956"	"is"	"when"	"your"	"having"	1
"30957"	"is"	"where"	"wilshere"	"has"	1
"30958"	"is"	"which"	"can"	"be"	1
"30959"	"is"	"white"	"and"	"attorney"	1
"30960"	"is"	"who"	"suddenly"	"sets"	1
"30961"	"is"	"why"	"i"	"never"	1
"30962"	"is"	"why"	"what"	"we"	1
"30963"	"is"	"with"	"antenna"	"down"	1
"30964"	"is"	"wonderful"	"to"	"have"	1
"30965"	"is"	"worldrenowned"	"this"	"veterinary"	1
"30966"	"is"	"writer"	"director"	"alexander"	1
"30967"	"is"	"wrong"	"from"	"the"	1
"30968"	"is"	"years"	"old"	"and"	1
"30969"	"is"	"yet"	"another"	"of"	1
"30970"	"is"	"you"	"can"	"get"	1
"30971"	"is"	"you"	"cant"	"divide"	1
"30972"	"is"	"you"	"see"	"the"	1
"30973"	"is"	"your"	"average"	"teenage"	1
"30974"	"is"	"your"	"best"	"meal"	1
"30975"	"is"	"your"	"employer"	"sending"	1
"30976"	"is"	"your"	"favorite"	"time"	1
"30977"	"is"	"your"	"hero"	"and"	1
"30978"	"is"	"your"	"next"	"blog"	1
"30979"	"is"	"your"	"next"	"day"	1
"30980"	"is"	"your"	"secrets"	"are"	1
"30981"	"is"	"youth"	"really"	"about"	1
"30982"	"isaacs"	"spoke"	"about"	"the"	1
"30983"	"isaih"	"hits"	"me"	"shell"	1
"30984"	"isaih"	"n"	"she"	"gets"	1
"30985"	"ish"	"sounded"	"better"	"on"	1
"30986"	"ishcandar"	"their"	"most"	"gracious"	1
"30987"	"islamic"	"fighting"	"group"	"lifg"	1
"30988"	"islamic"	"maghreb"	"jaishemohammed"	"jem"	1
"30989"	"islamic"	"movement"	"of"	"uzbekistan"	1
"30990"	"islamic"	"research"	"academy"	"had"	1
"30991"	"islamiya"	"organization"	"ji"	"indonesia"	1
"30992"	"islamophobia"	"was"	"the"	"invention"	1
"30993"	"island"	"i"	"dont"	"care"	1
"30994"	"island"	"soundtrack"	"the"	"other"	1
"30995"	"island"	"what"	"the"	"hell"	1
"30996"	"islanders"	"his"	"first"	"game"	1
"30997"	"isle"	"and"	"accept"	"him"	1
"30998"	"isnt"	"a"	"bad"	"thing"	1
"30999"	"isnt"	"a"	"great"	"actor"	1
"31000"	"isnt"	"a"	"new"	"way"	1
"31001"	"isnt"	"a"	"particularly"	"clever"	1
"31002"	"isnt"	"angry"	"with"	"god"	1
"31003"	"isnt"	"anything"	"amazing"	"but"	1
"31004"	"isnt"	"concerned"	"with"	"social"	1
"31005"	"isnt"	"cursing"	"him"	"asking"	1
"31006"	"isnt"	"final"	"lol"	"i"	1
"31007"	"isnt"	"high"	"on"	"my"	1
"31008"	"isnt"	"how"	"i"	"imagined"	1
"31009"	"isnt"	"important"	"to"	"win"	1
"31010"	"isnt"	"interested"	"in"	"the"	1
"31011"	"isnt"	"it"	"just"	"a"	1
"31012"	"isnt"	"it"	"weird"	"when"	1
"31013"	"isnt"	"it"	"yet"	"oh"	1
"31014"	"isnt"	"nearly"	"as"	"mechanical"	1
"31015"	"isnt"	"really"	"interested"	"in"	1
"31016"	"isnt"	"really"	"terminationits"	"an"	1
"31017"	"isnt"	"recognizing"	"your"	"full"	1
"31018"	"isnt"	"rosalita"	"its"	"libby"	1
"31019"	"isnt"	"technical"	"and"	"doesnt"	1
"31020"	"isnt"	"that"	"the"	"one"	1
"31021"	"isnt"	"the"	"same"	"girl"	1
"31022"	"isnt"	"too"	"embarrassing"	"or"	1
"31023"	"isnt"	"viv"	"the"	"apparitions"	1
"31024"	"isnt"	"what"	"it"	"is"	1
"31025"	"isnt"	"working"	"because"	"he"	1
"31026"	"isnt"	"working"	"out"	"the"	1
"31027"	"isnt"	"worth"	"it"	"has"	1
"31028"	"isnt"	"zebra"	"the"	"detailing"	1
"31029"	"isolated"	"bullying"	"incident"	"overshadow"	1
"31030"	"isolated"	"from"	"the"	"setting"	1
"31031"	"isolation"	"perhaps"	"he"	"actually"	1
"31032"	"israel"	"he"	"went"	"on"	1
"31033"	"israel"	"or"	"praying"	"specifically"	1
"31034"	"israel"	"still"	"cant"	"fabricate"	1
"31035"	"israelites"	"can"	"kiss"	"my"	1
"31036"	"issue"	"here"	"and"	"use"	1
"31037"	"issue"	"is"	"a"	"page"	1
"31038"	"issue"	"is"	"actually"	"emblematic"	1
"31039"	"issue"	"of"	"acme"	"novelty"	1
"31040"	"issue"	"of"	"literal"	"latte"	1
"31041"	"issue"	"one"	"has"	"to"	1
"31042"	"issue"	"rather"	"his"	"disregard"	1
"31043"	"issue"	"to"	"foster"	"public"	1
"31044"	"issue"	"was"	"so"	"divisive"	1
"31045"	"issue"	"while"	"had"	"said"	1
"31046"	"issue"	"with"	"the"	"given"	1
"31047"	"issue"	"would"	"not"	"even"	1
"31048"	"issued"	"a"	"statement"	"condemning"	1
"31049"	"issued"	"for"	"stimulants"	"because"	1
"31050"	"issues"	"about"	"wage"	"increase"	1
"31051"	"issues"	"and"	"therefore"	"not"	1
"31052"	"issues"	"at"	"is"	"fixed"	1
"31053"	"issues"	"empathy"	"is"	"important"	1
"31054"	"issues"	"here"	"is"	"the"	1
"31055"	"issues"	"they"	"encounter"	"with"	1
"31056"	"issues"	"using"	"standard"	"defect"	1
"31057"	"isthe"	"influence"	"and"	"control"	1
"31058"	"it"	"a"	"look"	"and"	1
"31059"	"it"	"a"	"lynch"	"pin"	1
"31060"	"it"	"a"	"testing"	"day"	1
"31061"	"it"	"a"	"thuggin"	"white"	1
"31062"	"it"	"a"	"week"	"ago"	1
"31063"	"it"	"added"	"to"	"that"	1
"31064"	"it"	"addresses"	"the"	"reality"	1
"31065"	"it"	"again"	"at"	"any"	1
"31066"	"it"	"again"	"im"	"gonna"	1
"31067"	"it"	"all"	"again"	"this"	1
"31068"	"it"	"all"	"before"	"we"	1
"31069"	"it"	"all"	"began"	"in"	1
"31070"	"it"	"all"	"comes"	"down"	1
"31071"	"it"	"all"	"comes"	"flying"	1
"31072"	"it"	"all"	"done"	"in"	1
"31073"	"it"	"all"	"finds"	"its"	1
"31074"	"it"	"all"	"off"	"with"	1
"31075"	"it"	"all"	"over"	"again"	1
"31076"	"it"	"all"	"together"	"in"	1
"31077"	"it"	"along"	"side"	"some"	1
"31078"	"it"	"also"	"helped"	"that"	1
"31079"	"it"	"also"	"means"	"fire"	1
"31080"	"it"	"always"	"best"	"to"	1
"31081"	"it"	"always"	"made"	"me"	1
"31082"	"it"	"and"	"ate"	"all"	1
"31083"	"it"	"and"	"believe"	"there"	1
"31084"	"it"	"and"	"do"	"highly"	1
"31085"	"it"	"and"	"everyone"	"is"	1
"31086"	"it"	"and"	"i"	"dont"	1
"31087"	"it"	"and"	"i"	"feel"	1
"31088"	"it"	"and"	"i"	"hope"	1
"31089"	"it"	"and"	"i"	"literally"	1
"31090"	"it"	"and"	"it"	"smells"	1
"31091"	"it"	"and"	"it"	"was"	1
"31092"	"it"	"and"	"my"	"brother"	1
"31093"	"it"	"and"	"paste"	"it"	1
"31094"	"it"	"and"	"seemed"	"to"	1
"31095"	"it"	"and"	"stronger"	"than"	1
"31096"	"it"	"and"	"that"	"is"	1
"31097"	"it"	"and"	"tiger"	"hills"	1
"31098"	"it"	"and"	"u"	"know"	1
"31099"	"it"	"and"	"where"	"did"	1
"31100"	"it"	"and"	"why"	"is"	1
"31101"	"it"	"and"	"would"	"love"	1
"31102"	"it"	"and"	"yet"	"the"	1
"31103"	"it"	"anything"	"other"	"than"	1
"31104"	"it"	"appears"	"legit"	"im"	1
"31105"	"it"	"around"	"for"	"a"	1
"31106"	"it"	"around"	"luckily"	"the"	1
"31107"	"it"	"as"	"a"	"real"	1
"31108"	"it"	"as"	"a"	"valuable"	1
"31109"	"it"	"as"	"good"	"for"	1
"31110"	"it"	"as"	"panels"	"while"	1
"31111"	"it"	"as"	"the"	"queue"	1
"31112"	"it"	"as"	"well"	"as"	1
"31113"	"it"	"as"	"you"	"can"	1
"31114"	"it"	"at"	"our"	"recent"	1
"31115"	"it"	"at"	"that"	"time"	1
"31116"	"it"	"at"	"the"	"top"	1
"31117"	"it"	"away"	"he"	"jumps"	1
"31118"	"it"	"back"	"in"	"and"	1
"31119"	"it"	"back"	"on"	"the"	1
"31120"	"it"	"be"	"ie"	"only"	1
"31121"	"it"	"because"	"its"	"mine"	1
"31122"	"it"	"because"	"you"	"can"	1
"31123"	"it"	"bedisney"	"world"	"disneyland"	1
"31124"	"it"	"before"	"you"	"get"	1
"31125"	"it"	"before"	"you"	"know"	1
"31126"	"it"	"begin"	"with"	"me"	1
"31127"	"it"	"best"	"man"	"what"	1
"31128"	"it"	"best"	"summer"	"all"	1
"31129"	"it"	"better"	"than"	"i"	1
"31130"	"it"	"black"	"folks"	"forget"	1
"31131"	"it"	"brings"	"me"	"comfort"	1
"31132"	"it"	"brings"	"out"	"their"	1
"31133"	"it"	"btw"	"can"	"i"	1
"31134"	"it"	"but"	"also"	"doing"	1
"31135"	"it"	"but"	"also"	"it"	1
"31136"	"it"	"but"	"for"	"now"	1
"31137"	"it"	"but"	"i"	"havent"	1
"31138"	"it"	"but"	"it"	"doesnt"	1
"31139"	"it"	"but"	"rodenbachstyle"	"red"	1
"31140"	"it"	"but"	"still"	"annoying"	1
"31141"	"it"	"but"	"then"	"again"	1
"31142"	"it"	"button"	"to"	"website"	1
"31143"	"it"	"calls"	"for"	"but"	1
"31144"	"it"	"came"	"across"	"as"	1
"31145"	"it"	"came"	"on"	"the"	1
"31146"	"it"	"can"	"alter"	"how"	1
"31147"	"it"	"can"	"be"	"a"	1
"31148"	"it"	"can"	"be"	"held"	1
"31149"	"it"	"can"	"be"	"taxed"	1
"31150"	"it"	"can"	"bring"	"me"	1
"31151"	"it"	"can"	"come"	"back"	1
"31152"	"it"	"can"	"devalue"	"its"	1
"31153"	"it"	"can"	"take"	"the"	1
"31154"	"it"	"cannot"	"be"	"hurried"	1
"31155"	"it"	"changed"	"everything"	"for"	1
"31156"	"it"	"changed"	"the"	"direction"	1
"31157"	"it"	"comes"	"back"	"darker"	1
"31158"	"it"	"comes"	"from"	"just"	1
"31159"	"it"	"comes"	"to"	"a"	1
"31160"	"it"	"comes"	"to"	"actions"	1
"31161"	"it"	"comes"	"to"	"him"	1
"31162"	"it"	"comes"	"to"	"interactive"	1
"31163"	"it"	"comes"	"to"	"piloting"	1
"31164"	"it"	"comes"	"to"	"the"	1
"31165"	"it"	"confused"	"everyone"	"by"	1
"31166"	"it"	"contained"	"all"	"my"	1
"31167"	"it"	"continue"	"in"	"and"	1
"31168"	"it"	"cos"	"we"	"accept"	1
"31169"	"it"	"could"	"be"	"an"	1
"31170"	"it"	"could"	"be"	"of"	1
"31171"	"it"	"could"	"be"	"the"	1
"31172"	"it"	"cracks"	"me"	"up"	1
"31173"	"it"	"crazy"	"what"	"yo"	1
"31174"	"it"	"created"	"an"	"even"	1
"31175"	"it"	"d"	"ps"	"we"	1
"31176"	"it"	"dances"	"it"	"prances"	1
"31177"	"it"	"decided"	"to"	"snow"	1
"31178"	"it"	"defaults"	"it"	"can"	1
"31179"	"it"	"definitely"	"not"	"with"	1
"31180"	"it"	"delivers"	"the"	"best"	1
"31181"	"it"	"demand"	"your"	"privacy"	1
"31182"	"it"	"denver"	"broncos"	"baby"	1
"31183"	"it"	"did"	"before"	"i"	1
"31184"	"it"	"did"	"show"	"the"	1
"31185"	"it"	"did"	"stress"	"me"	1
"31186"	"it"	"did"	"to"	"years"	1
"31187"	"it"	"didnt"	"help"	"that"	1
"31188"	"it"	"didnt"	"make"	"any"	1
"31189"	"it"	"do"	"we"	"recognize"	1
"31190"	"it"	"does"	"feel"	"weird"	1
"31191"	"it"	"does"	"not"	"take"	1
"31192"	"it"	"does"	"offer"	"a"	1
"31193"	"it"	"does"	"rain"	"every"	1
"31194"	"it"	"does"	"stop"	"at"	1
"31195"	"it"	"doesnt"	"and"	"if"	1
"31196"	"it"	"doesnt"	"at"	"all"	1
"31197"	"it"	"doesnt"	"block"	"as"	1
"31198"	"it"	"doesnt"	"bother"	"me"	1
"31199"	"it"	"doesnt"	"feel"	"nearly"	1
"31200"	"it"	"doesnt"	"fit"	"in"	1
"31201"	"it"	"doesnt"	"happen"	"often"	1
"31202"	"it"	"doesnt"	"hes"	"even"	1
"31203"	"it"	"doesnt"	"just"	"expand"	1
"31204"	"it"	"doesnt"	"just"	"happen"	1
"31205"	"it"	"doesnt"	"matter"	"to"	1
"31206"	"it"	"doesnt"	"mean"	"youre"	1
"31207"	"it"	"doesnt"	"surprise"	"me"	1
"31208"	"it"	"doesnt"	"take"	"away"	1
"31209"	"it"	"donehard"	"to"	"respect"	1
"31210"	"it"	"dosido"	"through"	"my"	1
"31211"	"it"	"down"	"for"	"an"	1
"31212"	"it"	"during"	"media"	"stage"	1
"31213"	"it"	"easier"	"to"	"forget"	1
"31214"	"it"	"easierdangerous"	"no"	"unbiased"	1
"31215"	"it"	"easily"	"drinkable"	"its"	1
"31216"	"it"	"ended"	"up"	"being"	1
"31217"	"it"	"essentially"	"is"	"no"	1
"31218"	"it"	"every"	"single"	"time"	1
"31219"	"it"	"examines"	"the"	"experiences"	1
"31220"	"it"	"falls"	"solely"	"within"	1
"31221"	"it"	"feels"	"as"	"though"	1
"31222"	"it"	"feels"	"like"	"a"	1
"31223"	"it"	"feels"	"like"	"confirmation"	1
"31224"	"it"	"feels"	"like"	"weve"	1
"31225"	"it"	"first"	"that"	"counterintuitive"	1
"31226"	"it"	"fits"	"perfectly"	"fine"	1
"31227"	"it"	"fixed"	"before"	"allowing"	1
"31228"	"it"	"for"	"almost"	"the"	1
"31229"	"it"	"for"	"instead"	"he"	1
"31230"	"it"	"for"	"my"	"own"	1
"31231"	"it"	"for"	"precision"	"piecing"	1
"31232"	"it"	"for"	"rosies"	"macedonian"	1
"31233"	"it"	"for"	"the"	"strummingi"	1
"31234"	"it"	"for"	"us"	"christopher"	1
"31235"	"it"	"for"	"world"	"autism"	1
"31236"	"it"	"found"	"a"	"happy"	1
"31237"	"it"	"from"	"day"	"to"	1
"31238"	"it"	"from"	"there"	"ok"	1
"31239"	"it"	"fun"	"ask"	"for"	1
"31240"	"it"	"gave"	"away"	"the"	1
"31241"	"it"	"gets"	"better"	"as"	1
"31242"	"it"	"gets"	"in"	"your"	1
"31243"	"it"	"giggles"	"it"	"too"	1
"31244"	"it"	"gives"	"you"	"something"	1
"31245"	"it"	"go"	"ask"	"him"	1
"31246"	"it"	"go"	"for"	"per"	1
"31247"	"it"	"go"	"over"	"the"	1
"31248"	"it"	"going"	"at"	"a"	1
"31249"	"it"	"gonna"	"rain"	"thanks"	1
"31250"	"it"	"good"	"to"	"know"	1
"31251"	"it"	"gorgeous"	"zac"	"has"	1
"31252"	"it"	"got"	"worse"	"today"	1
"31253"	"it"	"had"	"been"	"my"	1
"31254"	"it"	"had"	"billion"	"people"	1
"31255"	"it"	"had"	"it"	"it"	1
"31256"	"it"	"had"	"rejected"	"my"	1
"31257"	"it"	"hard"	"for"	"her"	1
"31258"	"it"	"has"	"been"	"a"	1
"31259"	"it"	"has"	"been"	"damn"	1
"31260"	"it"	"has"	"been"	"five"	1
"31261"	"it"	"has"	"been"	"underutilized"	1
"31262"	"it"	"has"	"begun"	"to"	1
"31263"	"it"	"has"	"brought"	"in"	1
"31264"	"it"	"has"	"i"	"have"	1
"31265"	"it"	"has"	"launched"	"its"	1
"31266"	"it"	"has"	"never"	"felt"	1
"31267"	"it"	"has"	"no"	"answer"	1
"31268"	"it"	"has"	"shipped"	"more"	1
"31269"	"it"	"has"	"stuck"	"with"	1
"31270"	"it"	"has"	"to"	"do"	1
"31271"	"it"	"hasnt"	"happened"	"in"	1
"31272"	"it"	"hasnt"	"impacted"	"the"	1
"31273"	"it"	"have"	"to"	"do"	1
"31274"	"it"	"he"	"was"	"like"	1
"31275"	"it"	"he"	"would"	"write"	1
"31276"	"it"	"hell"	"forget"	"about"	1
"31277"	"it"	"helps"	"you"	"realise"	1
"31278"	"it"	"helps"	"you"	"to"	1
"31279"	"it"	"hey"	"its"	"chocolate"	1
"31280"	"it"	"holds"	"it"	"in"	1
"31281"	"it"	"honey"	"boo"	"boo"	1
"31282"	"it"	"hurts"	"you"	"in"	1
"31283"	"it"	"i"	"also"	"think"	1
"31284"	"it"	"i"	"bought"	"a"	1
"31285"	"it"	"i"	"cant"	"help"	1
"31286"	"it"	"i"	"feel"	"like"	1
"31287"	"it"	"i"	"hope"	"you"	1
"31288"	"it"	"i"	"made"	"it"	1
"31289"	"it"	"i"	"was"	"thinking"	1
"31290"	"it"	"i"	"wonder"	"if"	1
"31291"	"it"	"if"	"every"	"word"	1
"31292"	"it"	"if"	"god"	"has"	1
"31293"	"it"	"if"	"im"	"honest"	1
"31294"	"it"	"if"	"thats"	"denzel"	1
"31295"	"it"	"if"	"weed"	"was"	1
"31296"	"it"	"if"	"you"	"have"	1
